Date,Country,Destination,Category,Visitors,Revenue_USD,Average_Rating,Accommodation_Available,Season,Latitude,Longitude
2025-10,India,Goa,Urban,215144,45593654.6,4.2,No,Shoulder,15.2993,74.124
2023-02,UAE,Abu Dhabi,Wildlife,515408,97255127.89,3.7,No,Off-Peak,24.4539,54.3773
2022-09,UAE,Dubai,Nature,468977,105843644.22,4.5,No,Off-Peak,25.2048,55.2708
2022-01,USA,New York,Historical,160168,45006494.98,3.5,Yes,Shoulder,40.7128,-74.006
2024-11,Italy,Florence,Urban,144207,11789851.19,3.6,Yes,Off-Peak,43.7696,11.2558
2022-09,France,Cannes,Luxury,24099,7346559.74,4.5,No,Off-Peak,43.5528,7.0174
2024-03,Australia,Melbourne,Urban,456473,196486459.91,4.9,Yes,Shoulder,-37.8136,144.9631
2024-02,France,Cannes,Wildlife,210833,57683636.66,4.0,Yes,Off-Peak,43.5528,7.0174
2023-10,Switzerland,Zurich,Nature,265564,69144724.98,4.8,Yes,Shoulder,47.3769,8.5417
2022-01,Switzerland,Zurich,Nature,235910,102346682.31,4.6,No,Peak,47.3769,8.5417
2025-12,Brazil,Sao Paulo,Luxury,147238,14054407.95,4.4,No,Peak,-23.5505,-46.6333
2023-07,Italy,Milan,Beach,253239,28972336.36,3.7,No,Shoulder,45.4642,9.19
2023-06,USA,San Francisco,Wildlife,350026,54124844.77,4.8,No,Off-Peak,37.7749,-122.4194
2025-01,India,Delhi,Luxury,46786,11685447.27,3.3,No,Off-Peak,28.6139,77.209
2024-05,UAE,Abu Dhabi,Nature,507556,155084547.18,3.4,Yes,Shoulder,24.4539,54.3773
2023-10,Japan,Osaka,Wildlife,27268,4255710.26,4.8,Yes,Peak,34.6937,135.5023
2023-07,Switzerland,Lucerne,Historical,26158,8923326.15,4.1,No,Off-Peak,47.0502,8.3093
2023-02,Brazil,Salvador,Beach,296413,75676093.64,4.5,Yes,Peak,-12.9777,-38.5016
2024-06,Switzerland,Lucerne,Wildlife,535841,201848266.53,4.4,No,Shoulder,47.0502,8.3093
2023-09,Brazil,Rio de Janeiro,Wildlife,411014,60412530.45,3.9,No,Peak,-22.9068,-43.1729
2024-11,France,Paris,Religious,281499,68311889.44,4.2,No,Off-Peak,48.8566,2.3522
2023-09,France,Nice,Wildlife,408738,137690922.58,4.2,Yes,Shoulder,43.7102,7.262
2024-08,Italy,Rome,Religious,179321,74842237.0,3.5,Yes,Shoulder,41.9028,12.4964
2023-07,UAE,Dubai,Historical,560565,193981165.12,3.8,No,Off-Peak,25.2048,55.2708
2022-04,Japan,Nara,Urban,242932,38715265.89,4.8,Yes,Peak,34.6851,135.8048
2025-01,Switzerland,Geneva,Luxury,391305,171880268.86,3.2,Yes,Off-Peak,46.2044,6.1432
2024-12,Brazil,Sao Paulo,Historical,272668,49152182.23,3.7,Yes,Peak,-23.5505,-46.6333
2023-12,USA,New York,Luxury,471157,45560984.32,3.6,Yes,Peak,40.7128,-74.006
2024-05,UAE,Abu Dhabi,Wildlife,47310,6566417.81,3.9,Yes,Peak,24.4539,54.3773
2025-12,Switzerland,Lucerne,Urban,351229,48094299.04,4.9,No,Off-Peak,47.0502,8.3093
2025-01,Brazil,Salvador,Adventure,514003,211547137.88,3.9,No,Shoulder,-12.9777,-38.5016
2025-05,Japan,Nara,Religious,432677,193389957.38,4.0,No,Shoulder,34.6851,135.8048
2025-07,Thailand,Chiang Mai,Wildlife,260210,108408925.22,4.8,No,Peak,18.7883,98.9853
2023-11,Brazil,Salvador,Beach,154815,57986747.55,4.4,No,Off-Peak,-12.9777,-38.5016
2025-10,France,Lyon,Luxury,209513,16917822.32,4.3,No,Off-Peak,45.764,4.8357
2022-04,Japan,Tokyo,Adventure,274678,57564784.9,4.9,Yes,Peak,35.6762,139.6503
2022-07,USA,New York,Luxury,215740,71705206.07,4.7,No,Off-Peak,40.7128,-74.006
2024-05,Italy,Milan,Historical,5626,2512159.07,4.8,No,Peak,45.4642,9.19
2025-12,Thailand,Phuket,Religious,228337,19050183.48,4.8,No,Peak,7.8804,98.3923
2025-09,Thailand,Bangkok,Urban,29656,4683984.69,4.2,Yes,Off-Peak,13.7563,100.5018
2022-09,UAE,Abu Dhabi,Adventure,421955,166178061.89,4.0,Yes,Shoulder,24.4539,54.3773
2022-05,Australia,Gold Coast,Luxury,263552,83527365.7,5.0,Yes,Off-Peak,-28.0167,153.4
2023-06,Switzerland,Geneva,Wildlife,446458,56548795.61,4.0,No,Off-Peak,46.2044,6.1432
2025-06,Thailand,Chiang Mai,Beach,170229,56577265.25,4.0,Yes,Off-Peak,18.7883,98.9853
2022-03,France,Lyon,Adventure,372967,84052691.7,3.3,No,Peak,45.764,4.8357
2022-06,Brazil,Sao Paulo,Adventure,242434,33273994.33,4.6,Yes,Shoulder,-23.5505,-46.6333
2024-04,UAE,Abu Dhabi,Luxury,465380,204279573.02,3.7,Yes,Off-Peak,24.4539,54.3773
2022-11,Japan,Kyoto,Historical,296206,99493893.02,3.9,No,Peak,35.0116,135.7681
2024-09,Australia,Melbourne,Luxury,179760,75137959.85,4.0,Yes,Off-Peak,-37.8136,144.9631
2024-10,Switzerland,Zurich,Beach,256407,110978433.93,4.0,Yes,Peak,47.3769,8.5417
2024-12,Japan,Nara,Luxury,470129,89205393.02,3.8,No,Peak,34.6851,135.8048
2022-08,UAE,Dubai,Beach,335619,81546342.18,5.0,No,Shoulder,25.2048,55.2708
2023-12,Australia,Perth,Adventure,13806,4286362.0,3.9,No,Shoulder,-31.9505,115.8605
2022-06,Thailand,Phuket,Adventure,308346,112793852.59,3.8,No,Shoulder,7.8804,98.3923
2024-02,Italy,Florence,Adventure,593582,239495336.79,3.6,No,Peak,43.7696,11.2558
2023-10,India,Mysuru,Religious,201174,20776483.19,3.4,No,Shoulder,12.2958,76.6394
2024-07,Australia,Sydney,Urban,215508,64123498.09,3.6,Yes,Off-Peak,-33.8688,151.2093
2023-10,Japan,Osaka,Beach,268379,87905938.96,4.3,No,Off-Peak,34.6937,135.5023
2023-06,Italy,Rome,Luxury,211946,76813228.05,3.9,No,Peak,41.9028,12.4964
2023-10,Australia,Melbourne,Nature,457492,62187941.71,3.5,No,Off-Peak,-37.8136,144.9631
2022-07,India,Jaipur,Urban,7528,2072981.06,3.4,No,Peak,26.9124,75.7873
2023-06,Brazil,Salvador,Beach,566244,207542996.58,4.2,No,Peak,-12.9777,-38.5016
2025-07,Thailand,Phuket,Historical,585704,222282876.04,4.8,Yes,Off-Peak,7.8804,98.3923
2025-11,Brazil,Rio de Janeiro,Beach,13688,3734666.6,3.2,Yes,Off-Peak,-22.9068,-43.1729
2022-08,Switzerland,Zurich,Urban,578053,49683190.08,3.6,Yes,Off-Peak,47.3769,8.5417
2023-10,India,Jaipur,Luxury,55567,24613041.87,4.5,No,Shoulder,26.9124,75.7873
2025-02,Switzerland,Lucerne,Beach,458107,144240742.54,4.9,Yes,Peak,47.0502,8.3093
2025-01,France,Cannes,Urban,439992,103251726.95,4.8,Yes,Peak,43.5528,7.0174
2024-04,USA,San Francisco,Urban,474780,63311468.17,3.4,No,Shoulder,37.7749,-122.4194
2022-11,Switzerland,Zurich,Beach,420801,104823107.45,4.7,No,Shoulder,47.3769,8.5417
2024-01,Australia,Sydney,Beach,185526,74012337.02,3.5,Yes,Peak,-33.8688,151.2093
2023-12,France,Lyon,Luxury,458756,201113485.56,3.8,Yes,Off-Peak,45.764,4.8357
2024-09,UAE,Abu Dhabi,Historical,519817,82183200.82,3.7,No,Peak,24.4539,54.3773
2025-01,USA,Las Vegas,Luxury,530661,99530587.53,3.4,No,Off-Peak,36.1699,-115.1398
2025-11,India,Mysuru,Religious,156171,23474249.84,4.8,Yes,Peak,12.2958,76.6394
2023-06,India,Varanasi,Wildlife,159925,35607750.43,3.4,Yes,Off-Peak,25.3176,82.9739
2023-12,France,Nice,Wildlife,386759,66901304.23,4.2,Yes,Shoulder,43.7102,7.262
2023-01,India,Mumbai,Nature,533481,104321177.42,4.9,Yes,Off-Peak,19.076,72.8777
2025-08,USA,Orlando,Wildlife,152595,41282215.92,3.8,Yes,Shoulder,28.5383,-81.3792
2025-04,Italy,Rome,Luxury,459422,100139867.41,4.3,Yes,Off-Peak,41.9028,12.4964
2024-06,Brazil,Sao Paulo,Luxury,153972,51532206.88,3.4,No,Shoulder,-23.5505,-46.6333
2024-07,Japan,Tokyo,Religious,187470,30999570.62,3.7,Yes,Shoulder,35.6762,139.6503
2023-10,Brazil,Salvador,Wildlife,366116,142404564.32,4.7,Yes,Peak,-12.9777,-38.5016
2024-06,Italy,Rome,Wildlife,97201,10677171.54,5.0,No,Peak,41.9028,12.4964
2022-02,Brazil,Sao Paulo,Adventure,385480,137652255.21,4.4,No,Off-Peak,-23.5505,-46.6333
2025-07,Thailand,Bangkok,Nature,387472,70791906.47,5.0,No,Shoulder,13.7563,100.5018
2025-12,Japan,Tokyo,Nature,37139,5530863.4,3.6,Yes,Shoulder,35.6762,139.6503
2024-06,UAE,Sharjah,Beach,452691,185024398.22,4.0,No,Shoulder,25.3463,55.4209
2025-06,USA,San Francisco,Adventure,510487,182717418.95,4.5,Yes,Peak,37.7749,-122.4194
2024-12,India,Delhi,Nature,6611,1774655.8,3.6,No,Shoulder,28.6139,77.209
2022-06,Italy,Milan,Wildlife,23710,6009226.97,4.1,No,Shoulder,45.4642,9.19
2022-10,Japan,Kyoto,Adventure,301224,60264651.49,4.3,Yes,Peak,35.0116,135.7681
2024-08,USA,Las Vegas,Wildlife,382574,94447750.27,3.5,No,Off-Peak,36.1699,-115.1398
2022-04,Australia,Perth,Adventure,360547,161595630.0,4.4,No,Peak,-31.9505,115.8605
2024-10,France,Paris,Urban,300671,72110258.31,3.3,No,Peak,48.8566,2.3522
2025-10,Switzerland,Zurich,Wildlife,420483,117965421.55,4.1,No,Peak,47.3769,8.5417
2023-10,India,Delhi,Nature,489569,105916930.73,4.1,No,Off-Peak,28.6139,77.209
2025-01,Thailand,Bangkok,Nature,406938,135312460.4,3.5,No,Peak,13.7563,100.5018
2023-09,Italy,Rome,Urban,162510,37491360.39,4.7,No,Shoulder,41.9028,12.4964
2025-06,USA,San Francisco,Wildlife,471726,129430058.75,4.6,No,Peak,37.7749,-122.4194
2023-03,UAE,Sharjah,Religious,87238,26939799.45,3.7,No,Shoulder,25.3463,55.4209
2025-10,Italy,Rome,Religious,125340,44731255.17,3.5,No,Shoulder,41.9028,12.4964
2024-06,India,Jaipur,Nature,299423,78718857.9,4.2,Yes,Off-Peak,26.9124,75.7873
2023-07,Japan,Nara,Wildlife,375230,124282760.66,4.2,No,Shoulder,34.6851,135.8048
2022-03,Italy,Venice,Historical,26312,2331224.67,3.3,No,Peak,45.4408,12.3155
2025-03,Switzerland,Geneva,Beach,441435,99848885.53,3.8,No,Off-Peak,46.2044,6.1432
2023-05,Australia,Gold Coast,Beach,117910,34084607.22,3.9,Yes,Shoulder,-28.0167,153.4
2025-10,India,Goa,Urban,6640,2081840.09,3.8,No,Peak,15.2993,74.124
2024-07,USA,Las Vegas,Urban,187971,76002486.79,4.5,No,Off-Peak,36.1699,-115.1398
2024-10,Australia,Melbourne,Nature,316858,125408564.8,4.9,No,Peak,-37.8136,144.9631
2022-10,Thailand,Bangkok,Religious,492324,51034303.94,4.4,No,Peak,13.7563,100.5018
2024-04,Japan,Osaka,Wildlife,248284,54141120.19,4.0,No,Off-Peak,34.6937,135.5023
2025-11,Thailand,Bangkok,Adventure,267868,59884836.9,4.7,No,Shoulder,13.7563,100.5018
2023-02,Thailand,Phuket,Historical,55424,4620021.68,4.5,No,Shoulder,7.8804,98.3923
2024-07,France,Lyon,Wildlife,6058,652776.89,4.8,Yes,Shoulder,45.764,4.8357
2025-07,India,Mysuru,Beach,94484,24386946.58,3.7,No,Off-Peak,12.2958,76.6394
2025-07,UAE,Sharjah,Urban,526704,134620225.19,4.6,Yes,Off-Peak,25.3463,55.4209
2023-03,France,Nice,Religious,308909,69293797.96,4.1,Yes,Shoulder,43.7102,7.262
2023-11,India,Kerala,Nature,166102,37063539.05,5.0,No,Shoulder,10.8505,76.2711
2024-11,Italy,Florence,Wildlife,346756,121097369.74,4.8,No,Peak,43.7696,11.2558
2024-12,Australia,Sydney,Historical,502600,178957533.55,4.4,Yes,Shoulder,-33.8688,151.2093
2024-01,Japan,Osaka,Urban,488657,210365031.71,3.9,Yes,Peak,34.6937,135.5023
2025-04,UAE,Dubai,Nature,277952,89727491.35,4.4,Yes,Peak,25.2048,55.2708
2024-05,Brazil,Sao Paulo,Religious,189606,42841707.91,3.7,Yes,Shoulder,-23.5505,-46.6333
2025-05,India,Mumbai,Religious,71724,16173906.98,5.0,Yes,Peak,19.076,72.8777
2024-01,India,Mysuru,Adventure,215608,73969150.28,3.4,Yes,Off-Peak,12.2958,76.6394
2022-04,France,Cannes,Wildlife,276556,74353331.36,4.8,Yes,Off-Peak,43.5528,7.0174
2023-02,Switzerland,Zurich,Religious,99797,36236757.68,4.8,Yes,Shoulder,47.3769,8.5417
2025-03,Thailand,Chiang Mai,Luxury,263305,56613068.13,3.5,Yes,Shoulder,18.7883,98.9853
2024-06,Australia,Perth,Wildlife,467072,157814301.72,3.8,No,Shoulder,-31.9505,115.8605
2024-07,Brazil,Salvador,Historical,43727,19445650.09,4.4,No,Shoulder,-12.9777,-38.5016
2023-07,Brazil,Rio de Janeiro,Adventure,346477,152575628.72,4.9,Yes,Peak,-22.9068,-43.1729
2025-09,Italy,Venice,Historical,232426,36838027.2,3.4,Yes,Off-Peak,45.4408,12.3155
2022-11,USA,San Francisco,Historical,25668,4425011.39,4.6,No,Peak,37.7749,-122.4194
2022-06,Australia,Perth,Adventure,510444,180944410.26,5.0,No,Peak,-31.9505,115.8605
2024-03,Australia,Sydney,Historical,375350,95707063.36,4.4,No,Off-Peak,-33.8688,151.2093
2022-10,Switzerland,Lucerne,Nature,169113,56873825.17,3.9,Yes,Shoulder,47.0502,8.3093
2024-08,Switzerland,Geneva,Beach,588398,236395821.37,4.8,Yes,Peak,46.2044,6.1432
2025-10,Italy,Venice,Adventure,578506,176496722.03,3.6,Yes,Off-Peak,45.4408,12.3155
2025-04,Italy,Milan,Wildlife,557762,66056842.57,4.5,Yes,Off-Peak,45.4642,9.19
2023-08,Brazil,Salvador,Wildlife,434854,186548759.02,3.9,No,Shoulder,-12.9777,-38.5016
2023-06,Thailand,Phuket,Religious,437390,86933347.69,4.0,Yes,Shoulder,7.8804,98.3923
2022-08,Japan,Tokyo,Religious,15284,5328163.23,3.3,Yes,Shoulder,35.6762,139.6503
2025-12,Thailand,Phuket,Urban,427703,163795356.62,4.9,Yes,Shoulder,7.8804,98.3923
2023-09,Australia,Sydney,Beach,17559,2112044.93,4.2,No,Off-Peak,-33.8688,151.2093
2023-05,Brazil,Sao Paulo,Wildlife,277624,66918339.6,4.3,No,Shoulder,-23.5505,-46.6333
2023-01,Switzerland,Geneva,Luxury,400237,148387149.44,3.7,No,Peak,46.2044,6.1432
2024-05,Japan,Kyoto,Wildlife,319938,58326554.58,4.2,Yes,Peak,35.0116,135.7681
2022-10,Thailand,Chiang Mai,Luxury,160081,67290788.7,3.5,Yes,Shoulder,18.7883,98.9853
2022-12,France,Lyon,Nature,5543,1437973.99,3.6,No,Peak,45.764,4.8357
2023-09,USA,Orlando,Adventure,57721,7080199.53,3.7,No,Shoulder,28.5383,-81.3792
2022-09,India,Delhi,Luxury,501226,44997881.05,4.1,No,Peak,28.6139,77.209
2023-11,Brazil,Rio de Janeiro,Wildlife,287781,71033510.95,5.0,No,Off-Peak,-22.9068,-43.1729
2025-03,India,Mumbai,Historical,125430,30411880.08,3.7,Yes,Off-Peak,19.076,72.8777
2025-04,UAE,Abu Dhabi,Wildlife,219943,70129118.92,4.1,No,Off-Peak,24.4539,54.3773
2025-06,Switzerland,Lucerne,Religious,368179,91121660.45,3.6,No,Off-Peak,47.0502,8.3093
2024-04,USA,San Francisco,Nature,72654,28507565.35,3.8,No,Off-Peak,37.7749,-122.4194
2024-07,USA,San Francisco,Urban,504888,84665265.68,4.4,Yes,Peak,37.7749,-122.4194
2024-06,Japan,Osaka,Wildlife,545240,118099272.9,4.8,Yes,Shoulder,34.6937,135.5023
2023-12,France,Cannes,Wildlife,353242,105715488.27,4.4,Yes,Peak,43.5528,7.0174
2022-04,Italy,Rome,Religious,34850,10385367.7,3.8,No,Shoulder,41.9028,12.4964
2024-01,France,Cannes,Religious,246292,69872003.53,3.7,No,Shoulder,43.5528,7.0174
2023-06,Brazil,Rio de Janeiro,Urban,240003,101390846.41,3.7,Yes,Shoulder,-22.9068,-43.1729
2023-01,Thailand,Bangkok,Nature,146275,25068062.16,4.8,Yes,Off-Peak,13.7563,100.5018
2023-12,Australia,Melbourne,Nature,216999,87756452.71,3.9,No,Off-Peak,-37.8136,144.9631
2022-02,Brazil,Salvador,Luxury,573015,257333548.01,3.5,Yes,Shoulder,-12.9777,-38.5016
2024-10,France,Cannes,Wildlife,5097,1464122.89,4.6,No,Shoulder,43.5528,7.0174
2022-10,Thailand,Chiang Mai,Wildlife,583845,259323950.66,4.0,No,Peak,18.7883,98.9853
2023-03,India,Varanasi,Nature,482790,193611615.53,4.7,No,Peak,25.3176,82.9739
2024-09,Brazil,Sao Paulo,Religious,527809,223830702.16,5.0,Yes,Shoulder,-23.5505,-46.6333
2025-07,USA,Orlando,Beach,386471,94362864.09,3.5,No,Peak,28.5383,-81.3792
2025-08,Brazil,Salvador,Historical,33523,2895400.32,4.0,Yes,Shoulder,-12.9777,-38.5016
2023-11,Italy,Venice,Adventure,429423,105636538.27,3.5,No,Off-Peak,45.4408,12.3155
2025-04,Japan,Tokyo,Urban,353721,116078191.24,4.5,No,Off-Peak,35.6762,139.6503
2024-05,France,Paris,Religious,486100,75452343.15,4.2,No,Peak,48.8566,2.3522
2022-06,USA,Orlando,Wildlife,585508,192117214.46,5.0,No,Peak,28.5383,-81.3792
2023-01,Thailand,Phuket,Beach,335745,72148086.24,4.5,No,Shoulder,7.8804,98.3923
2024-10,Thailand,Bangkok,Nature,463624,186403864.29,4.9,Yes,Off-Peak,13.7563,100.5018
2023-01,India,Mumbai,Beach,91057,21055658.06,3.9,Yes,Peak,19.076,72.8777
2024-01,Italy,Rome,Nature,337998,96171430.88,4.6,Yes,Off-Peak,41.9028,12.4964
2024-05,Switzerland,Geneva,Adventure,240294,29149215.47,5.0,Yes,Off-Peak,46.2044,6.1432
2022-07,France,Nice,Wildlife,501116,84835691.01,4.8,No,Shoulder,43.7102,7.262
2023-12,Japan,Tokyo,Nature,559887,51697432.48,4.2,Yes,Off-Peak,35.6762,139.6503
2024-05,Switzerland,Zurich,Adventure,448951,68964266.18,3.9,No,Shoulder,47.3769,8.5417
2024-07,UAE,Dubai,Wildlife,423476,92070277.44,4.9,No,Off-Peak,25.2048,55.2708
2022-07,Japan,Osaka,Beach,309727,61272370.99,4.5,No,Off-Peak,34.6937,135.5023
2023-07,Italy,Florence,Beach,17518,2560590.95,4.4,Yes,Peak,43.7696,11.2558
2024-10,Switzerland,Geneva,Wildlife,346136,47061343.05,3.8,No,Off-Peak,46.2044,6.1432
2022-03,Thailand,Chiang Mai,Beach,161215,22018570.67,4.9,Yes,Off-Peak,18.7883,98.9853
2024-06,France,Lyon,Urban,67146,19777574.15,3.4,No,Peak,45.764,4.8357
2024-04,Switzerland,Lucerne,Historical,129657,14497791.36,4.3,No,Off-Peak,47.0502,8.3093
2022-02,France,Nice,Urban,303354,73704931.87,4.4,Yes,Peak,43.7102,7.262
2024-12,India,Delhi,Urban,357022,33042106.3,4.4,Yes,Peak,28.6139,77.209
2025-01,Thailand,Bangkok,Beach,430866,182228545.8,3.9,No,Shoulder,13.7563,100.5018
2025-06,Japan,Osaka,Religious,463327,163771144.37,4.7,Yes,Shoulder,34.6937,135.5023
2024-12,Japan,Nara,Nature,226423,51913466.67,4.1,Yes,Off-Peak,34.6851,135.8048
2025-12,Australia,Gold Coast,Historical,539760,139943530.66,4.1,Yes,Peak,-28.0167,153.4
2025-06,Australia,Sydney,Adventure,316203,55789228.88,4.4,No,Off-Peak,-33.8688,151.2093
2025-11,Japan,Tokyo,Beach,47600,8384476.33,3.6,Yes,Off-Peak,35.6762,139.6503
2024-08,Switzerland,Lucerne,Adventure,442380,173237101.06,3.4,Yes,Shoulder,47.0502,8.3093
2025-12,Brazil,Sao Paulo,Wildlife,119808,11842299.62,4.2,No,Peak,-23.5505,-46.6333
2025-02,France,Cannes,Historical,19587,7999130.32,4.9,Yes,Peak,43.5528,7.0174
2023-07,India,Kerala,Luxury,577075,174861301.64,4.4,Yes,Off-Peak,10.8505,76.2711
2023-05,India,Jaipur,Religious,404530,71444183.69,3.9,Yes,Off-Peak,26.9124,75.7873
2022-10,Thailand,Bangkok,Religious,122128,19667895.27,3.4,No,Off-Peak,13.7563,100.5018
2024-02,Brazil,Salvador,Adventure,479405,174983997.57,3.5,No,Off-Peak,-12.9777,-38.5016
2023-06,Brazil,Sao Paulo,Religious,517001,48461694.23,3.3,No,Peak,-23.5505,-46.6333
2022-06,Thailand,Bangkok,Religious,236180,86532198.76,3.4,No,Peak,13.7563,100.5018
2022-06,USA,Las Vegas,Urban,406242,157899170.52,4.6,No,Peak,36.1699,-115.1398
2023-05,UAE,Abu Dhabi,Urban,43683,15876266.38,3.9,No,Off-Peak,24.4539,54.3773
2025-12,USA,Orlando,Adventure,529524,159836915.3,4.6,No,Shoulder,28.5383,-81.3792
2025-07,Australia,Gold Coast,Historical,95503,37153812.03,4.9,No,Shoulder,-28.0167,153.4
2024-08,India,Delhi,Luxury,535560,69603348.92,4.3,Yes,Off-Peak,28.6139,77.209
2025-12,Japan,Nara,Adventure,346062,67693050.6,3.5,No,Shoulder,34.6851,135.8048
2023-07,UAE,Dubai,Historical,514442,100350857.97,3.7,No,Peak,25.2048,55.2708
2023-01,Italy,Milan,Religious,134996,20353919.34,3.5,No,Off-Peak,45.4642,9.19
2023-01,UAE,Dubai,Adventure,589042,225240472.57,4.0,Yes,Peak,25.2048,55.2708
2025-09,Japan,Osaka,Religious,133850,27777981.27,4.7,No,Off-Peak,34.6937,135.5023
2024-07,Italy,Florence,Religious,153229,12634105.88,3.9,Yes,Shoulder,43.7696,11.2558
2024-05,USA,Las Vegas,Adventure,18887,4801091.01,3.5,Yes,Peak,36.1699,-115.1398
2025-07,USA,New York,Nature,198284,51717177.97,4.9,Yes,Peak,40.7128,-74.006
2024-05,UAE,Abu Dhabi,Nature,171049,29116272.73,4.8,Yes,Off-Peak,24.4539,54.3773
2024-05,Thailand,Chiang Mai,Urban,455410,109632857.17,4.3,Yes,Shoulder,18.7883,98.9853
2024-05,USA,San Francisco,Wildlife,568534,203790078.52,4.3,Yes,Shoulder,37.7749,-122.4194
2022-05,USA,Orlando,Nature,208300,48808897.0,3.8,No,Peak,28.5383,-81.3792
2023-05,UAE,Abu Dhabi,Beach,534146,222544014.42,3.8,No,Shoulder,24.4539,54.3773
2023-02,UAE,Abu Dhabi,Adventure,530751,48694798.39,3.3,Yes,Shoulder,24.4539,54.3773
2024-05,Japan,Tokyo,Beach,512157,105694383.48,3.7,Yes,Shoulder,35.6762,139.6503
2023-01,Switzerland,Zurich,Historical,203612,65572939.63,4.6,Yes,Shoulder,47.3769,8.5417
2024-02,India,Jaipur,Urban,422346,118258496.7,3.2,Yes,Off-Peak,26.9124,75.7873
2025-03,Italy,Rome,Nature,130025,34491894.79,4.7,No,Peak,41.9028,12.4964
2023-06,France,Paris,Nature,375788,108394578.12,4.2,Yes,Off-Peak,48.8566,2.3522
2022-06,Thailand,Bangkok,Religious,277724,81797147.92,3.4,No,Off-Peak,13.7563,100.5018
2023-04,India,Mysuru,Luxury,197256,41559873.72,3.7,Yes,Peak,12.2958,76.6394
2022-10,UAE,Sharjah,Urban,188070,75085991.33,4.1,Yes,Peak,25.3463,55.4209
2025-09,Australia,Sydney,Adventure,581991,233649175.84,4.8,Yes,Peak,-33.8688,151.2093
2022-09,Australia,Sydney,Historical,441009,45127495.73,3.7,Yes,Off-Peak,-33.8688,151.2093
2025-06,Thailand,Chiang Mai,Beach,525533,118787805.51,4.5,Yes,Peak,18.7883,98.9853
2025-06,Brazil,Salvador,Religious,505814,74888863.02,4.9,No,Off-Peak,-12.9777,-38.5016
2023-02,Australia,Sydney,Luxury,564309,160471199.5,4.6,Yes,Peak,-33.8688,151.2093
2023-03,USA,New York,Wildlife,469020,208566756.98,3.3,No,Peak,40.7128,-74.006
2023-01,USA,Las Vegas,Beach,23759,7199585.17,4.9,Yes,Peak,36.1699,-115.1398
2024-02,Australia,Perth,Beach,190684,49287820.03,4.3,No,Off-Peak,-31.9505,115.8605
2025-04,USA,Orlando,Adventure,475688,49162861.42,3.5,Yes,Shoulder,28.5383,-81.3792
2022-10,France,Lyon,Nature,187569,27006310.64,4.2,Yes,Off-Peak,45.764,4.8357
2023-07,USA,New York,Nature,122580,34781704.85,4.9,No,Off-Peak,40.7128,-74.006
2025-06,Australia,Gold Coast,Historical,251126,67092876.31,3.9,No,Off-Peak,-28.0167,153.4
2024-11,Brazil,Sao Paulo,Beach,481600,48761661.3,4.7,Yes,Shoulder,-23.5505,-46.6333
2024-02,USA,San Francisco,Luxury,232210,103376709.6,4.7,Yes,Off-Peak,37.7749,-122.4194
2025-06,Australia,Gold Coast,Beach,388259,71304857.57,4.9,Yes,Shoulder,-28.0167,153.4
2022-01,Thailand,Phuket,Wildlife,45571,16252464.18,4.9,Yes,Shoulder,7.8804,98.3923
2022-10,Japan,Tokyo,Historical,470358,147295072.24,3.3,Yes,Off-Peak,35.6762,139.6503
2022-01,Brazil,Salvador,Urban,529627,80180238.42,3.6,No,Shoulder,-12.9777,-38.5016
2023-05,UAE,Sharjah,Beach,445951,54739044.69,3.4,No,Peak,25.3463,55.4209
2023-09,France,Nice,Adventure,223943,18506602.12,4.9,Yes,Peak,43.7102,7.262
2023-02,UAE,Dubai,Historical,599591,267529211.15,4.5,Yes,Off-Peak,25.2048,55.2708
2022-08,UAE,Dubai,Luxury,247328,28433236.48,3.3,Yes,Peak,25.2048,55.2708
2024-07,France,Paris,Historical,71906,24139288.4,3.4,No,Off-Peak,48.8566,2.3522
2022-03,Thailand,Chiang Mai,Religious,267195,96749069.03,4.3,No,Peak,18.7883,98.9853
2022-01,Switzerland,Zurich,Religious,17178,3999651.15,4.0,Yes,Shoulder,47.3769,8.5417
2023-03,Australia,Melbourne,Religious,442461,133312312.49,3.4,No,Peak,-37.8136,144.9631
2022-08,Australia,Melbourne,Nature,281544,90459877.84,3.3,Yes,Shoulder,-37.8136,144.9631
2022-04,UAE,Abu Dhabi,Luxury,107566,25090725.03,4.5,Yes,Peak,24.4539,54.3773
2023-12,USA,Las Vegas,Wildlife,207657,50442198.61,3.7,No,Shoulder,36.1699,-115.1398
2022-06,India,Mumbai,Wildlife,498689,102100824.7,3.5,No,Shoulder,19.076,72.8777
2025-09,Brazil,Salvador,Religious,522159,73305600.71,5.0,No,Shoulder,-12.9777,-38.5016
2025-03,Thailand,Chiang Mai,Historical,554566,126655307.5,4.5,Yes,Peak,18.7883,98.9853
2022-08,Thailand,Bangkok,Historical,337659,35344718.14,3.5,No,Peak,13.7563,100.5018
2023-08,Italy,Florence,Religious,530075,216339193.54,4.9,No,Peak,43.7696,11.2558
2022-05,France,Nice,Wildlife,470220,193453041.84,4.8,No,Peak,43.7102,7.262
2024-02,Brazil,Rio de Janeiro,Religious,434776,84693577.55,4.9,Yes,Shoulder,-22.9068,-43.1729
2023-01,Australia,Perth,Urban,10153,840188.28,3.4,Yes,Off-Peak,-31.9505,115.8605
2022-02,UAE,Dubai,Luxury,488924,57975817.33,4.4,Yes,Peak,25.2048,55.2708
